"AnySection","JSMtot","USA.CAN","DontPublish","MEMTYPE","Age","AgeJoinedASA","Gender","EmploymentCategory","InChapter","P.SEC.BE","P.SEC.BIOM","P.SEC.BIOP","P.SEC.CNSL","P.SEC.COMP","P.SEC.EDUC","P.SEC.ENVR","P.SEC.EPI","P.SEC.GOVT","P.SEC.GRPH","P.SEC.HPSS","P.SEC.MDD","P.SEC.MHS","P.SEC.MKTG","P.SEC.NPAR","P.SEC.QP","P.SEC.SBSS","P.SEC.SDNS","P.SEC.SGG","P.SEC.SI","P.SEC.SIS","P.SEC.SLDM","P.SEC.SOC","P.SEC.SPES","P.SEC.SRMS","P.SEC.SSPA","P.SEC.TSHS"
"Yes",2,"Yes","Yes","IREG",43,39,"F","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IREG",73,65,"M","Private Consultant/Self Employed","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IPGRD",38,32,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"No","No","IREG",58,50,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"No","No","IDEV",59,51,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"No","No","IREG",NA,NA,"NA",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"No","No","IDEV",35,27,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",30,22,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","No","IPGRD",31,23,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IREG",34,24,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",3,"Yes","No","IREG",40,26,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","IPGRD",43,35,"F","Federal/National Government","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",54,29,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",5,"Yes","No","IPGRD",39,31,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",NA,NA,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IREG",31,23,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",48,36,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",54,28,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IPGRD",NA,NA,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","Yes","IREG",33,25,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IPGRD",36,28,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IPGRD",37,29,"F","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","ISTU",NA,NA,"M",NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","Yes","IFAM",37,29,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IPGRD",35,27,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IREG",38,30,"F",NA,"No","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IPGRD",32,24,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"Yes",1,"Yes","No","IREG",36,28,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"No",2,"Yes","No","ISTU",NA,NA,"NA",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",5,"Yes","No","IREG",34,26,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IREG",NA,NA,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IPGRD",37,29,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",4,"Yes","No","IREG",34,26,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",42,34,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",60,52,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IPGRD",35,27,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","ISTU",32,24,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No"
"Yes",3,"Yes","No","IPGRD",32,24,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","ISTU",31,23,"F","Other","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","ISTU",42,34,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","ISTU",43,35,"M","Federal/National Government","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","Yes","IREG",38,30,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IPGRD",39,31,"M","Private Consultant/Self Employed","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",38,30,"M","Federal/National Government","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",47,39,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IPGRD",30,22,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","ISTU",30,22,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","No","IPGRD",32,24,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","ISTU",NA,NA,"F",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IPGRD",29,21,"F","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",57,49,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IREG",40,32,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","Yes","IPGRD",NA,NA,"NA",NA,"No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No"
"Yes",3,"Yes","No","IPGRD",37,29,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","ISTU",54,46,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",62,54,"F","Private Consultant/Self Employed","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","No","IREG",42,29,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IPGRD",28,20,"F","Other","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","ISTU",28,20,"M",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",NA,NA,"M",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","Yes","ISTU",NA,NA,"NA",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",66,32,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","IPGRD",33,25,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","ISTU",27,19,"F",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IREG",72,27,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","ISTU",44,22,"F","Other","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IPGRD",26,18,"F","Business and Industry","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No"
"No",0,"Yes","No","IREG",55,47,"M","Business and Industry","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No"
"Yes",1,"Yes","No","I2YC",54,46,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IPGRD",46,38,"M","Academic (not student)","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",31,23,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",69,37,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"No",1,"No","No","IREG",45,37,"M","Other","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",53,45,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","Yes","IPGRD",42,34,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IREG",36,28,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IPGRD",36,28,"M","Federal/National Government","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","IREG",38,30,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","ISEN",63,55,"M","State, Provincial, Local Government","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",51,29,"M","Academic (not student)","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
"Yes",3,"Yes","Yes","IREG",33,25,"NA","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",41,27,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","IREG",31,23,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IPGRD",30,22,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","ISTU",42,34,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",68,33,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",51,43,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IPGRD",35,27,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",5,"Yes","No","IREG",36,28,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",30,22,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",33,25,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",39,31,"F","Academic (not student)","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
"Yes",4,"Yes","No","IREG",44,37,"F","Federal/National Government","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",50,30,"F","Private Consultant/Self Employed","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IPGRD",29,21,"M","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IREG",36,28,"F","Other","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
"Yes",5,"Yes","No","IPGRD",33,25,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","Yes","IPGRD",NA,NA,"NA",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","Yes","ISTU",38,30,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",53,45,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","Yes","IPGRD",NA,NA,"NA",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IPGRD",NA,NA,"NA",NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","ISTU",30,22,"M",NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IREG",33,25,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","ISTU",37,29,"M",NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","No","IPGRD",30,22,"F","Federal/National Government","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",4,"Yes","Yes","IPGRD",35,27,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",30,22,"M",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","IDEV",56,49,"M","Federal/National Government","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IPGRD",39,31,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","IREG",37,29,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",39,31,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","ISTU",57,30,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",50,42,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","IREG",36,28,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","ILIFA",59,51,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","ISTU",30,22,"M",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IREG",47,39,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","IPGRD",35,27,"F",NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","ISTU",NA,NA,"NA",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","ISEN",69,27,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",4,"Yes","No","IPGRD",31,23,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","ISTU",29,21,"F",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","Yes","ISTU",NA,NA,"M",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",60,52,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","IREG",36,28,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","Yes","IREG",40,32,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",1,"Yes","No","ISEN",73,65,"M",NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","Yes","IPGRD",35,27,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"No","No","IREG",57,31,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",3,"Yes","No","IPGRD",36,24,"F","Federal/National Government","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",33,25,"F","Other","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IPGRD",48,40,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","ISTU",31,23,"M",NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","IREG",50,42,"NA","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",46,38,"F","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","No","IREG",46,32,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","IREG",34,26,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",2,"Yes","No","IFREP",37,30,"M","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"No","No","ILIFA",53,46,"F","Academic (not student)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",3,"Yes","No","ISTU",41,34,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"No","Yes","IDEV",NA,NA,"NA",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","Yes","ILIFA",37,30,"F","Academic (not student)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","IREG",50,43,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"Yes","Yes","IREG",48,36,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",3,"Yes","No","IPGRD",32,25,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",2,"Yes","No","IPGRD",35,19,"M","Other","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"No",0,"No","No","IREG",49,42,"M","Business and Industry","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",0,"Yes","No","ISTU",67,60,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes",1,"Yes","No","IREG",31,24,"M","Business and Industry","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
